,id,rate_unemployment,percent_college,percent_married,median_income,average_act,percent_lunch,state,zip_code,school_type,school_level
4384,370192000793,0.0492923377257199,0.540898345153664,0.173806609547124,24306.0,21.4713064713065,0.4221331997997,NC,27405,Regular School,High
166,120039007456,0.0542828685258964,0.610659072416599,0.815094339622642,65854.0,24.3772893772894,0.312775330396476,FL,33183,Regular School,High
1863,210213000451,0.151214675260288,0.286535303776683,0.651098901098901,44432.0,18.2,0.523109243697479,KY,41095,Regular School,High
3078,263447007018,0.0958333333333333,0.763963395392868,0.95031847133758,77313.0,21.6,0.0844027640671274,MI,48316,Regular School,High
914,170505000188,0.116414435389988,0.871193210184723,0.76877133105802,96518.0,24.4,0.165731264443711,IL,60010,Regular School,High
2865,262034005721,0.0384456386936751,0.757964418700869,0.62597200622084,77531.0,18.8,0.480668756530825,MI,49508,Regular School,High
6480,481527001080,0.128101557991922,0.480519480519481,0.302367941712204,32795.0,20.3479853479853,0.529761904761905,TX,78411,Regular School,High
7434,530861002998,0.0578606775789874,0.563553370786517,0.80133779264214,76220.0,20.7387057387057,0.221820809248555,WA,98391,Regular School,High
6297,480783012389,0.135163307852675,0.731965811965812,0.53448275862069,30664.0,19.6153846153846,0.674937965260546,TX,77082,Regular School,High
5013,390469002695,0.0917005223447475,0.524742773150417,0.642679900744417,49699.0,23.0,0.378676470588235,OH,43046,Regular School,High
2458,250894001445,0.0497448979591837,0.657272727272727,0.626569729015202,66667.0,21.7887667887668,0.234859675036928,MA,1588,Regular School,High
6370,481089000553,0.043859649122807,0.267415730337079,0.677777777777778,24491.0,21.0805860805861,0.295226130653266,TX,79007,Regular School,High
2025,220015000073,0.0694593626924454,0.340005267316302,0.530948324815446,27062.0,17.4,0.636559139784946,LA,71351,Regular School,High
2497,251122002295,0.06640625,0.765003615328995,0.792207792207792,94398.0,21.9108669108669,0.137724550898204,MA,2180,Regular School,High
4857,390450401962,0.02625,0.754160583941606,0.784773060029283,74389.0,22.0,0.317025440313112,OH,43081,Regular School,High
3932,360008405873,0.206526598122485,0.315604085945756,0.24574780058651,20233.0,13.6080586080586,0.924757281553398,NY,10454,Regular School,High
2783,261482005179,0.134567901234568,0.670744138634047,0.742081447963801,51858.0,19.8,0.309480122324159,MI,48026,Regular School,High
5001,390467605390,0.0367332382310984,0.918243026611093,0.935416666666667,123188.0,24.0,0.0785619174434088,OH,43035,Regular School,High
6782,482517002809,0.0502559329920893,0.569667077681874,0.80659945004583,66191.0,22.3504273504273,0.23082145281738,TX,77494,Regular School,High
2870,262067005730,0.112551159618008,0.677004095962551,0.75,68681.0,19.9,0.188473520249221,MI,48451,Regular School,High
4868,390451304479,0.0233990147783251,0.966872110939908,0.938040345821326,133810.0,25.0,0.155723905723906,OH,43235,Regular School,High
1384,173876003944,0.0635039223010833,0.723830734966592,0.717529518619437,44575.0,21.1,0.0978835978835979,IL,62467,Regular School,High
1124,171397001755,0.0605504587155963,0.895893819991705,0.732406602953953,92134.0,24.2,0.145620022753129,IL,60126,Regular School,High
2868,262055005727,0.0603345280764636,0.706991720331187,0.883631713554987,58798.0,20.7,0.12396694214876,MI,48848,Regular School,High
6694,482253011541,0.0648148148148148,0.657803468208092,0.79951690821256,61734.0,19.957264957265,0.487012987012987,TX,78550,Regular School,High
5363,420081606948,0.224644549763033,0.235181644359465,0.210093896713615,18142.0,15.4151404151404,0.722480620155039,PA,19124,Regular School,Other
7688,550960002603,0.333333333333333,0.502824858757062,0.351851851851852,13325.0,16.6,0.725714285714286,WI,53205,Regular School,High
7403,530771001168,0.0942750466708152,0.8,0.663702506063056,87941.0,18.9316239316239,0.524100994644223,WA,98144,Regular School,High
3344,292334001347,0.0800304878048781,0.449899125756557,0.557934508816121,36045.0,22.6,0.320557491289199,MO,65066,Regular School,High
3196,291041000341,0.131746952988973,0.513408093612872,0.444444444444444,40350.0,20.7,0.457920792079208,MO,65453,Regular School,High
3305,291998001063,0.110720562390158,0.376673866090713,0.747093023255814,28110.0,21.2,0.507772020725389,MO,65704,Regular School,High
2231,220183001415,0.0521675238795004,0.509164420485175,0.706811989100817,49252.0,21.1,0.318271119842829,LA,70659,Regular School,High
3351,292358001393,0.0755020080321285,0.876835236541599,0.782747603833866,79609.0,22.8,0.200145032632342,MO,63146,Regular School,High
494,130039000192,0.171949286846276,0.457072266831377,0.610054347826087,31389.0,18.3211233211233,0.50125313283208,GA,31639,Regular School,High
3535,340357005458,0.0632486823191184,0.882431828341529,0.967596759675968,141429.0,24.2307692307692,0.0309544282029235,NJ,7016,Regular School,High
6542,481662001424,0.3,0.198752228163993,0.2513042140090495,2729.7796657600993,18.0525030525031,0.698795180722892,TX,78617,Regular School,High
326,120144005638,0.102484472049689,0.329145728643216,0.611615245009074,33846.0,20.5433455433455,0.534344711335862,FL,34761,Regular School,High
1081,171082001320,0.116937598321972,0.501926782273603,0.522439585730725,41909.0,18.1,0.418732782369146,IL,61883,Regular School,High
1684,180918001521,0.0921861281826163,0.680157946692991,0.863091037402964,77436.0,20.7851037851038,0.150579150579151,IN,46385,Regular School,High
3972,360008705184,0.207063711911357,0.361454545454545,0.382165605095541,21190.0,14.7069597069597,0.852173913043478,NY,10458,Regular School,High
3819,341770003258,0.0866117718816712,0.94352346164653,0.990538573508006,167778.0,27.3809523809524,0.0322981366459627,NJ,8550,Regular School,High
1082,171083001324,0.0879811468970935,0.494908350305499,0.804054054054054,43578.0,20.0,0.206703910614525,IL,62631,Regular School,High
557,130126000504,0.102902374670185,0.363475803602967,0.571929824561404,32625.0,16.8803418803419,0.552173913043478,GA,31634,Regular School,High
1050,170993005795,0.210234278668311,0.120884773662551,0.687414500683995,33449.0,18.1,0.951573849878935,IL,60623,Regular School,High
528,130102000382,0.195046439628483,0.501421800947867,0.338680926916221,30147.0,16.1721611721612,0.653714285714286,GA,31404,Regular School,High
6848,482739003079,0.0673776054289869,0.481,0.622149837133551,42500.0,21.4713064713065,0.526466380543634,TX,75501,Regular School,High
6222,470450001798,0.132371658888417,0.502088872009115,0.839495798319328,37019.0,18.7,0.464716006884682,TN,38583,Regular School,High
4420,370231000994,0.0659403669724771,0.632101489244346,0.779187817258883,54271.0,22.9365079365079,0.226105563480742,NC,28677,Regular School,High
981,170993000851,0.133858267716535,0.764505119453925,0.611428571428571,49018.0,15.7,0.918414918414918,IL,60628,Regular School,High
4869,390451402047,0.0159744408945687,0.841305998481397,0.588522588522589,88822.0,26.0,0.110612855007474,OH,45215,Regular School,High
4559,370420003231,0.246537396121884,0.327577450482478,0.250425894378194,16605.0,17.5396825396825,0.635890767230169,NC,28352,Regular School,High
274,120111001176,0.159552424368007,0.824833702882483,0.23963133640553,28291.0,18.6385836385836,0.468193384223919,FL,32303,Regular School,High
2891,262184005877,0.039119804400978,0.764021887824897,0.854651162790698,82292.0,21.4,0.100700053850296,MI,48152,Regular School,High
4911,390455802288,0.035263003232442,0.891609283346085,0.933366238894373,112813.0,24.0,0.0825688073394495,OH,43551,Regular School,High
2318,250279000837,0.0511934673366834,0.770574304322084,0.620029455081001,76375.0,14.95115995116,0.897142857142857,MA,2119,Regular School,High
563,130129000537,0.140058765915769,0.449564134495641,0.581501831501832,36157.0,20.006105006105,0.53968253968254,GA,30080,Regular School,High
1479,180075000153,0.132563942607611,0.486564576711933,0.790069138906348,63861.0,21.3443223443223,0.186781609195402,IN,46341,Regular School,High
6306,480813000170,0.0612348178137652,0.325195762321511,0.471864951768489,33897.0,20.0793650793651,0.767594936708861,TX,79107,Regular School,Other
5662,421701007482,0.0557529379611916,0.886739687718481,0.897552646556631,113623.0,25.1098901098901,0.0442314780685588,PA,15090,Regular School,High
3334,292280001286,0.0406414155377385,0.779945665596444,0.834705075445816,81479.0,21.4,0.278131634819533,MO,64118,Regular School,High
5641,421581004044,0.0505140813589629,0.51934583167132,0.759731543624161,50469.0,21.7399267399267,0.235836627140975,PA,18801,Regular School,High
2923,262367006044,0.139839034205231,0.526693227091633,0.787709497206704,41335.0,17.8,0.643109540636042,MI,49668,Regular School,Other
4940,390460102408,0.115541090317331,0.511591962905719,0.575037147102526,37340.0,21.0,0.285057471264368,OH,43718,Regular School,High
6383,481158000630,0.238555442522889,0.340840190558683,0.342948717948718,20333.0,15.6105006105006,0.814070351758794,TX,78355,Regular School,High
3353,292358001404,0.0435656836461126,0.918777022853613,0.723765432098765,77063.0,23.9,0.118755118755119,MO,63011,Regular School,High
2359,250456000610,0.126388888888889,0.640802675585284,0.605405405405405,56490.0,23.0586080586081,0.125742574257426,MA,2651,Regular School,High
3930,360008405517,0.12093023255814,0.806660039761431,0.235514018691589,47993.0,16.1721611721612,0.89587852494577,NY,10451,Regular School,High
3165,290636000158,0.079191698525396,0.409133709981168,0.503046127067015,27896.0,21.1,0.384428223844282,MO,64730,Regular School,High
266,120108003965,0.0999822411649796,0.746227929373997,0.671626648630369,63850.0,19.957264957265,0.388921282798834,FL,33914,Regular School,High
4722,390438000691,0.104954367666232,0.670163529774761,0.596977329974811,49933.0,17.0,0.587215601300108,OH,43229,Regular School,High
1731,181077001765,0.039236479321315,0.466732869910626,0.8,49851.0,22.7240537240537,0.213114754098361,IN,46781,Regular School,High
6851,482751003091,0.0849673202614379,0.586980920314254,0.643428063943162,50739.0,21.2759462759463,0.289752650176678,TX,75771,Regular School,High
6412,481278000772,0.0406852248394004,0.513804126707353,0.65990897807199,36974.0,18.5653235653236,0.66210329807094,TX,79835,Regular School,High
2484,251056001693,0.0816980376451742,0.796833773087071,0.898403483309144,121719.0,23.7423687423687,0.0707497360084477,MA,2066,Regular School,High
3107,263627007215,0.105871474803514,0.537837837837838,0.85049504950495,57426.0,19.5,0.145374449339207,MI,49267,Regular School,High
4078,360009803154,0.0833859759949463,0.495735072754641,0.496042216358839,47333.0,16.9047619047619,0.996640537513998,NY,11368,Regular School,High
4538,370393002791,0.0559701492537313,0.612903225806452,0.540126239855726,50479.0,22.4969474969475,0.63855421686747,NC,28360,Regular School,High
7331,530492002599,0.0816953316953317,0.74562363238512,0.825253664036077,73466.0,22.8144078144078,0.19553450608931,WA,99021,Regular School,High
7816,551521001967,0.0543995243757432,0.553262518968133,0.836820083682008,60332.0,21.8,0.178977272727273,WI,54245,Regular School,High
4192,360015204312,0.0610687022900763,0.546957175056349,0.888311688311688,57500.0,19.6398046398046,0.778191489361702,NY,11223,Regular School,High
5585,421266005245,0.0545950864422202,0.533816425120773,0.741347905282332,49281.0,21.8864468864469,0.301546391752577,PA,16735,Regular School,High
1612,180609001078,0.130605381165919,0.400242718446602,0.582293523469994,52409.0,20.7338217338217,0.348623853211009,IN,46914,Regular School,High
4958,390462402485,0.0784030784030784,0.63046141282156,0.844155844155844,71014.0,22.0,0.469255663430421,OH,45344,Regular School,High
1342,173429003516,0.0586779780841287,0.615559157212318,0.809083910700539,63750.0,19.3,0.302455357142857,IL,61068,Regular School,High
298,120132001296,0.0603248259860789,0.672743055555556,0.216606498194946,62132.0,20.4212454212454,0.440251572327044,FL,33050,Regular School,Other
6621,481970001894,0.111702127659574,0.328524768644529,0.738399462004035,23103.0,16.1721611721612,0.717563291139241,TX,76119,Regular School,High
88,120018007300,0.0617592014971928,0.531309297912713,0.733606557377049,51023.0,19.6398046398046,0.532423208191126,FL,33024,Regular School,Other
6268,480026411782,0.116781157998037,0.312185779267417,0.708148653256052,39424.0,19.2735042735043,0.860416666666667,TX,78724,Regular School,High
7844,551632002138,0.0706287683031869,0.678332092330603,0.621621621621622,42500.0,24.2,0.19390243902439,WI,54115,Regular School,High
4598,370472002055,0.155347384855582,0.57752078062884,0.365327380952381,35323.0,25.0610500610501,0.317700453857791,NC,27610,Regular School,High
6856,482781003121,0.0914454277286136,0.583083383323335,0.564615384615385,33773.0,21.8376068376068,0.372233400402414,TX,78643,Regular School,High
6165,470359001489,0.125644329896907,0.303016241299304,0.571798188874515,23385.0,18.5,0.491071428571429,TN,37854,Regular School,High
7176,484554005175,0.0669786487276982,0.427168576104746,0.487757731958763,40222.0,19.7863247863248,0.380331753554502,TX,76108,Regular School,High
3407,292856001766,0.0837056195626616,0.700208188757807,0.60302677532014,61824.0,22.0,0.147916666666667,MO,65010,Regular School,High
4655,390434805431,0.226111636707663,0.444812362030905,0.232558139534884,11268.0,23.0,0.398203592814371,OH,44325,Regular School,High
1713,181036002282,0.114821323960164,0.5169624217119,0.672959805115713,46500.0,21.004884004884,0.338775510204082,IN,47112,Regular School,High
5041,390473302840,0.107406314547064,0.758778625954198,0.547826086956522,53897.0,21.0,0.406344410876133,OH,45231,Regular School,High
3947,360008604879,0.159695817490494,0.408415841584158,0.343321917808219,22839.0,13.6568986568987,0.919395465994962,NY,10456,Regular School,High
7734,551113001476,0.0651387213510253,0.565310492505353,0.683716965046888,51875.0,22.1,0.25177304964539,WI,53576,Regular School,High
2303,250249000143,0.0536951501154734,0.943757030371204,0.858040201005025,162786.0,26.3308913308913,0.0650887573964497,MA,2478,Regular School,High
4206,360016505889,0.234890965732087,0.378378378378378,0.452107279693487,21311.0,17.7350427350427,0.864158829676071,NY,10474,Regular School,Other
213,120081006808,0.145303326810176,0.557763061074319,0.844166014095536,49339.0,20.6898656898657,0.533239038189533,FL,34614,Regular School,High
6956,483312009134,0.0540368722186904,0.825693996126533,0.862889983579639,79391.0,19.6153846153846,0.364900662251656,TX,78251,Regular School,High
2056,220033000237,0.0947129419396692,0.59645723775256,0.683030949839915,70259.0,20.8,0.223430962343096,LA,70611,Regular School,High
6202,470408001692,0.291666666666667,0.290853425181783,0.190899001109878,23493.0,18.8,0.642375168690958,TN,38019,Regular School,High
3170,290708000182,0.0618556701030928,0.557005494505495,0.667529107373868,40648.0,20.9,0.26890756302521,MO,63435,Regular School,High
6482,481540001114,0.0801949490474081,0.279190751445087,0.570949185043145,35554.0,16.0989010989011,0.770967741935484,TX,78014,Regular School,High
6270,480026612090,0.067553735926305,0.283309957924264,0.588838268792711,26358.0,20.0793650793651,0.487450462351387,TX,78041,Regular School,Other
2238,220189001450,0.102681291895186,0.40333686440678,0.625340599455041,41193.0,19.0,0.430703624733475,LA,71073,Regular School,High
41,120015000090,0.160958904109589,0.3525,0.11829134720701,20625.0,22.6434676434676,0.268221574344023,FL,32955,Regular School,High
644,130219000937,0.112241437775517,0.448906120188313,0.821963394342762,62708.0,20.6898656898657,0.484764542936288,GA,30165,Regular School,High
3200,291083000369,0.0807174887892377,0.433185840707965,0.731327800829875,42583.0,20.9,0.362179487179487,MO,65459,Regular School,High
3413,292886001800,0.130510440835267,0.632743362831858,0.581196581196581,45134.0,19.4,0.536656891495601,MO,65803,Regular School,High
6921,483104003496,0.113668388914984,0.39001996007984,0.61698956780924,33839.0,18.2722832722833,0.890250399573788,TX,78572,Regular School,High
4600,370472002489,0.0549722050648548,0.904245283018868,0.897651006711409,101591.0,25.4273504273504,0.0526315789473684,NC,27519,Regular School,High
510,130063003550,0.0735655737704918,0.616006634874559,0.735328410415857,47366.0,20.7631257631258,0.378704720087816,GA,30415,Regular School,High
7183,484595005231,0.0630068621334997,0.45929018789144,0.569991617770327,36250.0,20.4945054945055,0.44640434192673,TX,75169,Regular School,High
2297,250222000100,0.0645385149201943,0.660550458715596,0.875,73550.0,21.7399267399267,0.150943396226415,MA,1501,Regular School,High
6578,481830001663,0.110216718266254,0.388860500766479,0.54230377166157,28625.0,19.8351648351648,0.719286657859974,TX,79930,Regular School,High
1118,171371002108,0.0549493374902572,0.721324095458045,0.921435499515034,113108.0,21.5,0.320826952526799,IL,60103,Regular School,High
6535,481623012028,0.0989143546441496,0.48649885583524,0.280159521435693,34589.0,17.8571428571429,0.769230769230769,TX,75241,Regular School,High
3150,290489000059,0.0577557755775578,0.434653465346535,0.666666666666667,44808.0,20.8,0.349673202614379,MO,63736,Regular School,High
5410,420360004181,0.136278195488722,0.393470790378007,0.726744186046512,51406.0,18.8827838827839,0.337408312958435,PA,15333,Regular School,High
2879,262112005781,0.0636195182211241,0.674233825198638,0.77574047954866,64531.0,18.7,0.347545219638243,MI,48071,Regular School,High
767,130387001421,0.0724220623501199,0.501563197856186,0.310032894736842,40226.0,17.2710622710623,0.984542211652794,GA,31907,Regular School,High
1817,210084000166,0.0990955564294141,0.453898050974513,0.514986376021798,38031.0,19.1,0.433811802232855,KY,42445,Regular School,High
7039,483808005805,0.114259597806216,0.717627401837928,0.509677419354839,50364.0,26.9413919413919,0.106399091253313,TX,78750,Regular School,High
7386,530708001055,0.119477286869944,0.391331269349845,0.793545717832023,38219.0,20.2991452991453,0.658064516129032,WA,98848,Regular School,High
3304,291989001058,0.126834381551363,0.196969696969697,0.336076817558299,26250.0,19.0,0.539351851851852,MO,63863,Regular School,High
1615,180627001103,0.0546967895362663,0.478700043917435,0.632027257240204,42872.0,21.8180708180708,0.326896551724138,IN,46962,Regular School,High
4413,370210000926,0.0503261882572227,0.638001638001638,0.856852791878173,51140.0,22.1550671550672,0.252525252525253,NC,28791,Regular School,High
6726,482364002605,0.0966542750929368,0.425940138142748,0.338541666666667,24565.0,16.050061050061,0.882276843467012,TX,77018,Regular School,High
5134,390486303323,0.0706297822248381,0.438852813852814,0.809462915601023,56290.0,22.0,0.379699248120301,OH,45359,Regular School,High
4927,390458502358,0.0685071574642127,0.411819887429644,0.605128205128205,45938.0,21.0,0.40034965034965,OH,44004,Regular School,High
4784,390443401272,0.0846153846153846,0.524176594253679,0.462162162162162,32932.0,19.0,0.816625916870416,OH,43935,Regular School,High
7312,530405000643,0.0470178493687418,0.715780296425458,0.746492048643592,39133.0,19.6886446886447,0.356741573033708,WA,98934,Regular School,Other
263,120108002566,0.129890453834116,0.650644783118406,0.712074303405573,60846.0,21.2271062271062,0.433333333333333,FL,33928,Regular School,High
5069,390477804400,0.123893805309735,0.417994376757263,0.530386740331492,43438.0,20.0,0.529069767441861,OH,43943,Regular School,High
3917,360008303692,0.14711477488903,0.44593147751606,0.234836702954899,28302.0,15.4639804639805,0.882725832012678,NY,10040,Regular School,High
2110,220084000597,0.047275641025641,0.498277050310131,0.623456790123457,41912.0,19.1,0.558429118773946,LA,70001,Regular School,High
6944,483294003655,0.121455776555226,0.516351118760757,0.365819209039548,34254.0,19.8107448107448,0.539731682146543,TX,78218,Regular School,High
217,120087000918,0.067494963062458,0.572823901177822,0.727598566308244,57019.0,19.1758241758242,0.478734439834025,FL,33510,Regular School,High
7199,484671005351,0.15045766590389,0.16046277665996,0.461942257217848,21823.0,14.9267399267399,0.648936170212766,TX,78076,Regular School,High
3198,291077000363,0.0933628318584071,0.442065009560229,0.662889518413598,36219.0,21.3,0.370860927152318,MO,63841,Regular School,High
794,130438001528,0.100498338870432,0.622062663185379,0.491902834008097,32776.0,17.026862026862,0.967893500391543,GA,30904,Regular School,High
6488,481591001155,0.0528767123287671,0.610909090909091,0.663216560509554,68828.0,18.6630036630037,0.467025572005384,TX,76036,Regular School,High
921,170579000255,0.148355754857997,0.399236906000694,0.86119679210364,48972.0,18.5,0.383980181668043,IL,61008,Regular School,High
3582,340627000496,0.0737600678253497,0.545593285005723,0.46866485013624,40733.0,20.2991452991453,0.400903444381705,NJ,7601,Regular School,High
3660,341011003976,0.0944775311315647,0.698224852071006,0.930981595092024,104159.0,21.7887667887668,0.128360215053763,NJ,7748,Regular School,High
7248,530141000261,0.100354789660416,0.686131386861314,0.577565632458234,57207.0,20.1526251526252,0.351709699930216,WA,98498,Regular School,High
401,120159001766,0.317321688500728,0.277186761229314,0.421599169262721,22485.0,20.006105006105,0.539373814041746,FL,33815,Regular School,High
4691,390437504417,0.0809917355371901,0.598853868194842,0.236559139784946,30493.0,15.0,0.0,OH,45224,Regular School,High
4261,370042002898,0.1840888066605,0.497737556561086,0.571225071225071,47149.0,23.6202686202686,0.370106761565836,NC,28462,Regular School,High
6064,470222000725,0.0181347150259067,0.599524658348188,0.837620578778135,48188.0,19.3,0.457516339869281,TN,37871,Regular School,High
6,100020000238,0.0750577367205543,0.750750750750751,0.5120546515807151,12825.0,18.3870573870574,0.338928340865074,DE,19711,Regular School,High
4333,370120000505,0.141132776230269,0.380899190170343,0.606230031948882,34069.0,17.8327228327228,0.577181208053691,NC,28464,Regular School,High
1525,180297000389,0.137809187279152,0.511157239231967,0.561338289962825,47159.0,20.8388278388278,0.296738265712013,IN,46755,Regular School,High
112,120036004331,0.226501305483029,0.53877139979859,0.754004576659039,42857.0,20.1526251526252,0.530492898913952,FL,32038,Regular School,Other
4648,390434800016,0.100414937759336,0.683286516853933,0.831168831168831,59915.0,21.0,0.463075586446568,OH,44313,Regular School,High
7590,550549000584,0.0421234852856319,0.814753189129229,0.847203274215553,57798.0,24.0,0.183150183150183,WI,53217,Regular School,High
4460,370297001250,0.242173112338858,0.404336734693878,0.480769230769231,25500.0,21.4713064713065,0.347914547304171,NC,28216,Regular School,Other
5956,470014801859,0.155075593952484,0.572489082969432,0.412151067323481,37083.0,15.5,0.762050497322112,TN,38115,Regular School,High
6753,482400002654,0.0836969456564855,0.526489075127207,0.732374100719424,51456.0,20.4700854700855,0.330895795246801,TX,75949,Regular School,High
7232,530096000168,0.0815694372741353,0.517873941674506,0.719928186714542,49688.0,22.7411477411477,0.346072186836518,WA,98815,Regular School,High
1609,180603001060,0.0830508474576271,0.48792270531401,0.699456849728425,32177.0,19.979242979243,0.397893030794165,IN,46947,Regular School,High
534,130102003978,0.0562695380340396,0.812364760432767,0.820428336079077,55000.0,19.9328449328449,0.224489795918367,GA,31410,Regular School,High
5433,420486001682,0.0244487056567593,0.777628635346756,0.828309305373526,56875.0,23.4737484737485,0.0915841584158416,PA,17011,Regular School,High
3538,340375002978,0.109040074557316,0.769520225776105,0.9375,115230.0,22.9120879120879,0.0504201680672269,NJ,8825,Regular School,High
3507,340210005144,0.0519187358916479,0.367532467532468,0.645981688708037,58490.0,18.6874236874237,0.510436432637571,NJ,8805,Regular School,High
5158,390489403461,0.0251068376068376,0.523950617283951,0.682397959183674,68059.0,21.0,0.495726495726496,OH,43430,Regular School,High
3146,290402000031,0.0534716679968077,0.402229845626072,0.686656671664168,28315.0,20.5,0.442567567567568,MO,65605,Regular School,High
290,120126002914,0.0805147058823529,0.361047463175123,0.593861527480371,32384.0,20.1770451770452,0.465449804432855,FL,34420,Regular School,High
3109,263633007221,0.0850077279752705,0.733000623830318,0.64434845212383,51143.0,19.5,0.308510638297872,MI,48189,Regular School,High
1924,210339000910,0.0739773716275022,0.327380952380952,0.515957446808511,20583.0,18.5,0.610787172011662,KY,41179,Regular School,High
319,120144002572,0.0541082164328657,0.787906691221608,0.775828460038986,88504.0,21.7887667887668,0.428939828080229,FL,32819,Regular School,High
195,120051000794,0.0818014705882353,0.555717407137655,0.339556592765461,28712.0,18.6630036630037,0.506590257879656,FL,32506,Regular School,High
4893,390453902198,0.0273064687168611,0.842415827837556,0.858718125430737,99352.0,25.0,0.0591016548463357,OH,43023,Regular School,High
4712,390437900571,0.0573065902578797,0.692825112107623,0.709459459459459,47917.0,19.0,0.50810245687402,OH,44118,Regular School,High
1421,174169006090,0.0449632511889321,0.945822994210091,0.862378459237098,122750.0,23.9,0.222768532526475,IL,60502,Regular School,High
1795,210027000045,0.244,0.328689370485036,0.362249761677788,28201.0,18.7,0.489731437598736,KY,40004,Regular School,High
1799,210039000062,0.0562632696390658,0.399339933993399,0.874751491053678,40406.0,18.3,0.701005025125628,KY,40977,Regular School,High
4930,390458802374,0.100572883513686,0.342793544796884,0.588526211671612,33974.0,19.0,0.503875968992248,OH,44003,Regular School,High
1964,210471001158,0.0872817955112219,0.376112759643917,0.507265521796565,35947.0,18.0,0.567961165048544,KY,40361,Regular School,High
5950,470014801176,0.214754926730672,0.317539484621779,0.364873622812703,32765.0,14.4,0.842857142857143,TN,38109,Regular School,High
5963,470014802137,0.126987492050032,0.689655172413793,0.776880363452802,71000.0,16.3,0.531926707384786,TN,38125,Regular School,High
1369,173714003850,0.0857699805068226,0.48885077186964,0.689144736842105,48750.0,17.4,0.711934156378601,IL,60964,Regular School,High
2102,220078000556,0.0413739266198283,0.481418918918919,0.576174112256586,41563.0,19.6,0.378082191780822,LA,71268,Regular School,Other
2083,220054000447,0.0516958424507659,0.66887417218543,0.523940561364887,62358.0,19.2,0.550255536626917,LA,70817,Regular School,High
5079,390479303044,0.0682141165324491,0.549946294307197,0.464349376114082,56265.0,22.0,0.555023923444976,OH,45669,Regular School,High
5708,421884004682,0.0584387265590929,0.518718801996672,0.792097836312324,67259.0,23.1318681318681,0.132325141776938,PA,19030,Regular School,High
5337,420006100503,0.0934865900383142,0.650503778337531,0.956072351421189,58214.0,19.2490842490842,0.260169491525424,PA,19116,Regular School,Other
1801,210048000078,0.0530579181855002,0.660660660660661,0.645238095238095,41875.0,19.8,0.560117302052786,KY,40403,Regular School,High
7766,551272001682,0.0692350642099386,0.636411889596603,0.727590221187427,36120.0,22.3,0.307788944723618,WI,54501,Regular School,High
4096,360010005534,0.237044145873321,0.424034334763948,0.342105263157895,37989.0,17.4664224664225,0.610726643598616,NY,11434,Regular School,High
709,130267001183,0.116625310173697,0.49855421686747,0.541103603603604,44851.0,19.8595848595849,0.435921421889616,GA,30176,Regular School,High
2236,220186001429,0.192851205320033,0.36399840700916,0.75801749271137,29671.0,17.4,0.983606557377049,LA,70467,Regular School,Other
